"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
45589,"JMeter","Main","issues","NEW","---","Automatic extraction of CSV Result from sumarry report or aggregate graph","2008-09-08 04:44:50"
46237,"JMeter","HTTP","issues","NEW","---","add skeleton-key http authentication to AccessLogSampler","2008-12-18 09:56:06"
47040,"JMeter","HTTP","issues","NEW","---","OAuth Support","2009-04-17 04:58:10"
47045,"JMeter","HTTP","issues","NEW","---","JDBC Request .sql script file execution","2012-10-24 01:41:10"
47302,"JMeter","Main","issues","NEW","---","Ability to look at summaries without GUI (non-gui)","2014-08-04 11:36:35"
47587,"JMeter","HTTP","issues","NEW","---","Proxy : Support semicolon separated parameters when recording with proxy","2012-01-14 13:45:24"
47660,"JMeter","HTTP","issues","NEW","---","HTTP Sampler : Enable sending large files using JDK5 method HttpURLConnection#setFixedLengthStreamingMode","2011-11-14 12:12:41"
48145,"JMeter","Main","issues","NEW","---","Integrating DTrace with JMeter","2009-11-05 22:01:02"
48450,"JMeter","HTTP","issues","NEW","---","Add support of Spring Webflow to JMeter","2014-10-22 12:11:28"
49949,"JMeter","HTTP","issues","NEW","---","Can't add fields to Multipart body headers","2010-12-02 18:32:51"
50034,"JMeter","Main","issues","NEW","---","Provide API for running JMeter","2014-07-18 11:57:42"
51092,"JMeter","Main","issues","NEW","---","Allow to store the content of the ""View Results Tree"" after the test even if before the test no file to save to was specified","2011-04-20 07:54:55"
51128,"JMeter","Main","issues","NEW","---","Feature request: JMeter lacks general pre-processor for POST-data","2011-09-17 15:34:29"
51140,"JMeter","Main","issues","NEW","---","Possibility to provide a specific error/failure message in a response assertion that is later shown in the Assertion Result","2011-07-20 08:13:47"
51480,"JMeter","Main","issues","NEW","---","ConstantThroughputTimer in shared mode all threads start with an incorrect delay of 0","2014-12-06 19:41:47"
51818,"JMeter","Main","issues","NEW","---","Connection between displayed element in Results Tree Listener and its instance in Test Plan tree.","2011-09-17 00:51:32"
51938,"JMeter","Main","issues","NEW","---","ClientJMeterEngine can leave server in busy state","2012-05-07 22:00:59"
51983,"JMeter","Main","issues","NEW","---","Nested sampler approach needs review","2011-11-25 12:55:59"
52031,"JMeter","Main","issues","NEW","---","Allow BSF and JSR223 test elements to share interpreters","2011-10-14 15:10:54"
52073,"JMeter","HTTP","issues","NEW","---","Embedded Resources concurrent download : Improve performances by avoiding shutdown of ThreadPoolExecutor at each sample","2014-09-01 19:15:32"
52131,"JMeter","HTTP","issues","NEW","---","Eliminate DefaultKeyStore and simplify code","2011-11-20 18:26:07"
52199,"JMeter","HTTP","issues","NEW","---","Http Mock Server & Http Callback Assertions","2013-02-09 21:58:50"
52273,"JMeter","Main","issues","NEW","---","Add FTPS Sampler (using FTP sampler GUI)","2012-03-20 03:36:36"
52274,"JMeter","Main","issues","NEW","---","Add SFTP Sampler (using FTP sampler GUI)","2012-03-20 03:36:54"
52307,"JMeter","Main","issues","NEW","---","Add sample numbering option to View Results Tree","2012-03-11 11:30:01"
52358,"JMeter","Main","issues","NEW","---","Does SampleResult config field have to be saved to the output file?","2011-12-20 21:25:18"
52419,"JMeter","Main","issues","NEW","---","JMeter needs to be able to handle video streaming using RTMP","2013-02-09 21:57:42"
52506,"JMeter","Main","issues","NEW","---","Consider moving some property files to jars","2012-01-24 07:25:56"
52596,"JMeter","Main","issues","NEW","---","Feature Request - Allow Thread Groups to be organized into folders of some sort","2012-02-03 21:05:49"
52948,"JMeter","Main","issues","NEW","---","Enhance FTP Sampler/Jmeter client to support for Passive(PASV) mode","2012-03-20 04:07:50"
52959,"JMeter","Main","issues","NEW","---","Option to toggle all other samples, thread groups, etc","2012-03-21 21:09:31"
52962,"JMeter","Main","issues","NEW","---","Allow sorting by column for aggregate and summary report","2012-03-21 21:09:07"
52984,"JMeter","Main","issues","NEW","---","JMeter Synchronizing Timer couldn't sync with different JMeter servers","2012-03-26 06:35:34"
52989,"JMeter","Main","issues","NEW","---","JMeter client(OS enabled IPv4 & IPv6) couldn't control both IPv4 only JMeter server and IPv6 only JMeter server at same time.","2014-07-18 12:29:42"
53039,"JMeter","Main","issues","NEW","---","SampleResult's ""bytes"" and ""bodySize"" are currently ""int"" but should be ""long""","2012-04-07 13:33:36"
53170,"JMeter","Main","issues","NEW","---","Add a FormFiller to process Forms with dynamic field names and list items","2013-02-09 21:55:48"
53277,"JMeter","Main","issues","NEW","---","HashTree can theoretically drop elements","2012-06-19 14:43:08"
53317,"JMeter","Main","issues","NEW","---","Add an option to pause rampup","2012-05-29 14:12:56"
53457,"JMeter","Main","issues","NEW","---","Could use System.console() for password prompting","2012-06-23 16:24:40"
53648,"JMeter","HTTP","issues","NEW","---","Add ability to read cookies from access log in Access Log Sampler","2012-08-02 22:42:24"
53668,"JMeter","Main","issues","NEW","---","POST results in JSON format","2013-02-09 22:20:59"
53739,"JMeter","Main","issues","NEW","---","Summariser: allow delta to be logged more often that running total","2012-08-19 01:11:33"
53795,"JMeter","Main","issues","NEW","---","Simplify passing data from setUp thread group","2012-08-29 09:41:24"
53804,"JMeter","Main","issues","NEW","---","FileServer should fix hasHeader setting when creating an alias","2012-09-13 22:46:21"
53813,"JMeter","Main","issues","NEW","---","FileServer - should it allow multiple instances?","2012-09-07 19:36:57"
53815,"JMeter","Main","issues","NEW","---","FileServer synchronisation is rather crude","2012-09-02 12:58:19"
53825,"JMeter","Main","issues","NEW","---","StatCalculator#getDistribution & DistributionGraph#drawSample could be more efficient","2012-09-03 21:18:18"
53848,"JMeter","HTTP","issues","NEW","---","HTTP embedded URLs - provide negative regex matching","2012-09-10 21:56:00"
53857,"JMeter","Main","issues","NEW","---","Save-button should be disabled (greyed out), if no changes were made since the last save","2012-09-11 21:05:28"
53894,"JMeter","Main","issues","NEW","---","Heartbeat function for jMeter running as slave in distributed tests","2014-07-25 09:41:04"
53957,"JMeter","Main","issues","NEW","---","When pasting lists from the clipboard, parse on ':' instead of tab.","2014-11-26 21:03:41"
54153,"JMeter","Main","issues","NEW","---","SampleSender should take into account SaveService configuration to remove data not persisted by SaveService","2012-11-16 17:15:57"
54156,"JMeter","Main","issues","NEW","---","DurationAssertion does not seem to make difference between Main sample only and Main sample and sub-samples for time","2014-11-05 14:16:33"
54205,"JMeter","HTTP","issues","NEW","---","Add Java Serialization sampler","2012-12-07 14:43:18"
54333,"JMeter","Main","issues","NEW","---","Ability to suppress generation of specific samples","2013-04-16 15:46:04"
54434,"JMeter","Main","issues","NEW","---","Add possibility to save ByteMessage content in the sample result.","2013-01-16 14:11:07"
54478,"JMeter","Main","issues","NEW","---","Wrong response time with mode=Statistical and num_sample_threshold > 1 when using remote mode.","2013-04-04 01:13:59"
54525,"JMeter","Main","issues","NEW","---","Search and replace for new variables","2013-02-05 13:34:23"
54885,"JMeter","Main","issues","NEW","---","Add a Status to listeners to allow disabling them automatically in non gui mode","2013-08-25 13:05:22"
55168,"JMeter","Main","issues","NEW","---","Documentation : Clarify Response Time or Elapsed Time","2013-07-01 12:07:43"
55256,"JMeter","Main","issues","NEW","---","Better url-param and body handling","2013-07-12 10:55:53"
55258,"JMeter","Main","issues","NEW","---","Drop ""New"" icon from toolbar","2014-10-15 22:02:30"
55260,"JMeter","Main","issues","NEW","---","Launch script fails under cygwin - suggested (simple) tweak provided","2013-07-13 15:48:04"
55457,"JMeter","Main","issues","NEW","---","Allow JMeter variables in JUnit Request sampler's Constructor String Label","2014-06-03 04:59:02"
55510,"JMeter","Main","issues","NEW","---","In distributed testing : totalThreads always show 0 in GUI","2013-11-04 19:58:27"
55522,"JMeter","HTTP","issues","NEW","---","Usability and Security Request - GUI and Hash/Salt for --proxyHost, --proxyPort, --username, and --password","2013-09-11 22:35:28"
55532,"JMeter","HTTP","issues","NEW","---","Proxy recorder should create the sample before executing it","2013-11-23 14:35:10"
55564,"JMeter","Main","issues","NEW","---","""Clear All"" for Aggregate Graph is not clearing the last run Graph","2013-10-11 15:16:46"
55634,"JMeter","HTTP","issues","NEW","---","Parsing of embedded resources in HTML pages uselessly also parses non HTML content","2013-10-06 13:06:32"
55652,"JMeter","Main","issues","NEW","---","JavaSampler silently resets classname if class can not be found","2013-10-15 14:22:13"
55784,"JMeter","Main","issues","NEW","---","Implement SPDY in Jmeter","2014-04-10 20:39:18"
55827,"JMeter","Main","issues","NEW","---","Iteration over a view on a synchronized collection without obtaining a lock on the collection","2014-11-16 12:58:39"
55840,"JMeter","Main","issues","NEW","---","Enhancement For XPathExtractor","2013-12-06 22:24:00"
55913,"JMeter","HTTP","issues","NEW","---","Create a test case to compare performances of htmlParsers implementation that can be run in command-line mode from the Ant build script","2014-07-22 20:53:47"
56103,"JMeter","HTTP","issues","NEW","---","Need ability to override ""Retrieve All Embedded Resources"" from non-gui mode","2014-08-30 13:45:17"
56150,"JMeter","Main","issues","NEW","---","On using scroll, the element list for thread group , the list shows triangle image and no data/elements.","2014-02-18 18:49:54"
56159,"JMeter","Main","issues","NEW","---","Spurious notification that the test plan has changed","2014-09-13 13:45:56"
56161,"JMeter","HTTP","issues","NEW","---","Data is corrupted on PUT request when not using 100-continue","2014-02-19 16:04:35"
56163,"JMeter","HTTP","issues","NEW","---","HTTP Cache Manager only sends If-None-Match header","2014-03-17 20:52:25"
56197,"JMeter","HTTP","issues","NEW","---","HTTP Request Component fails to Send File with the Request","2014-10-28 21:17:35"
56212,"JMeter","Main","issues","NEW","---","Strange display bugs on scrolling","2014-03-04 20:18:20"
56359,"JMeter","HTTP","issues","NEW","---","There should be a way to sample and stream response","2014-04-08 21:02:23"
56368,"JMeter","Main","issues","NEW","---","No source package deployed on Maven central","2014-04-08 16:02:32"
56376,"JMeter","HTTP","issues","NEW","---","When using Distributed Testing 'HTTP URL Re-writing Modifier' and 'HTML Link Parser' do not work with default mode nor stripping modes","2015-03-03 20:43:16"
56432,"JMeter","Main","issues","NEW","---","MailReaderSampler - implement connection and socket timeouts?","2014-04-19 00:09:47"
56433,"JMeter","Main","issues","NEW","---","CSVSample.jmx broken","2015-01-06 16:13:01"
56538,"JMeter","Main","issues","NEW","---","Mail reader sampler: ""Aggregate Report"" returns random POP statistics","2014-06-08 09:30:20"
56540,"JMeter","Main","issues","NEW","---","Mail reader sampler/IMAP enhancement:  getting the most recent messages","2014-05-17 11:08:40"
56554,"JMeter","Main","issues","NEW","---","Generate compilation cache key automatically","2014-05-22 12:29:50"
56630,"JMeter","Main","issues","NEW","---","Module Controller does not work properly in included script","2014-09-06 07:25:55"
56772,"JMeter","Main","issues","NEW","---","Handle IE Conditional comments when parsing embedded resources","2014-08-24 21:27:28"
56816,"JMeter","Main","issues","NEW","---","Assigning null to a BeanShell variable in a JSR223 sampler does not work as expected","2014-08-06 14:34:40"
56862,"JMeter","Main","issues","NEW","---","Unfriendly error message for configuration errors in JMeter","2014-11-16 13:00:29"
56939,"JMeter","HTTP","issues","NEW","---","Parameters are not passed with OPTIONS HTTP Request","2014-09-16 07:33:22"
56961,"JMeter","Main","issues","NEW","---","Add 'Start from line', 'Step by' parameters to CSV Dataset Config, also enabling it to read random lines","2014-09-11 22:52:48"
56963,"JMeter","Main","issues","NEW","---","JMS GUIs could be made more consistent","2014-09-11 14:20:43"
56979,"JMeter","HTTP","issues","NEW","---","Cannot send ""*"" as OPTIONS URL; it is converted to ""/*""","2014-09-12 22:07:22"
56983,"JMeter","Main","issues","NEW","---","View Results Tree:When reloading results from XML, content type is not filled in SampleResult","2014-09-16 01:30:50"
57013,"JMeter","Main","issues","NEW","---","use multiple bytes to define the termination of response in TCP Sampler","2014-10-21 02:09:49"
57015,"JMeter","Main","issues","NEW","---","JMeter point-to-point sampler doesn't allow to provide dynamic values","2014-12-22 20:59:22"
57039,"JMeter","Main","issues","NEW","---","Inconsistency with the undo/redo log","2014-10-02 20:03:58"
57040,"JMeter","Main","issues","NEW","---","Save changes prompt appear even once all changes were undone","2014-10-02 20:03:34"
57043,"JMeter","Main","issues","NEW","---","Undo/Redo is called ""abusively""","2014-10-02 20:02:43"
57055,"JMeter","Main","issues","NEW","---","CheckDirty.doAction should clear previousGuiItems for SUB_TREE_SAVED","2014-10-03 19:14:16"
57110,"JMeter","Main","issues","NEW","---","Fixed spelling+grammar, formatting, removed commented out code etc.","2015-01-31 11:16:20"
57182,"JMeter","Main","issues","NEW","---","Better defaults : Save idle time by default","2014-11-04 12:47:27"
57188,"JMeter","HTTP","issues","NEW","---","HTTPSampler : PUT request with file is performed with empty body when ParameterName is not empty","2014-11-16 12:57:25"
57221,"JMeter","Main","issues","NEW","---","Aggregate Graph : Bad display of Graph under Java 7u71 up to Java 8u25 due to bug JDK-8065373","2014-12-27 14:59:07"
57242,"JMeter","HTTP","issues","NEW","---","HTTP Authorization is not pre-emptively used with HttpClient4","2014-12-28 14:45:07"
57258,"JMeter","Main","issues","NEW","---","address coordinated omission latency reporting risks","2014-11-26 20:50:43"
57277,"JMeter","Main","issues","NEW","---","Make FileServer set a new property called 'base.dir'","2014-11-28 21:19:31"
57319,"JMeter","HTTP","issues","NEW","---","Upgrade to HttpClient 4.3 or 4.4","2014-12-06 15:18:15"
57320,"JMeter","HTTP","issues","NEW","---","Performance : Switch to 1 shared HttpClient instance for all threads","2014-12-06 15:24:57"
57382,"JMeter","HTTP","issues","NEW","---","HTTP(S) Test Script Recorder : When ""Save Workbench"" is checked, target controller is not saved","2014-12-22 16:35:16"
57491,"JMeter","HTTP","issues","NEW","---","AJP Sample GUI includes timeout fields but these are not used","2015-03-25 21:27:02"
57493,"JMeter","Main","issues","NEW","---","Create a documentation page for properties","2015-01-25 22:05:53"
57516,"JMeter","Main","issues","NEW","---","HTML Report generator with APDEX","2015-02-06 22:31:14"
57541,"JMeter","Main","issues","NEW","---","TrustAllSSLSocketFactory could be a singleton; is it actually needed?","2015-02-05 14:11:45"
57576,"JMeter","Main","issues","NEW","---","IfController should not use Javascript Rhino by default","2015-02-15 17:47:52"
57577,"JMeter","HTTP","issues","NEW","---","HttpSampler : Retrieve All Embedded Resources should only compute size or hash by default","2015-02-15 22:16:54"
57578,"JMeter","HTTP","issues","NEW","---","HTTPRequest : When md5 is checked Embedded Resources from HTML files should be disabled","2015-02-15 17:39:54"
57640,"JMeter","Main","issues","NEW","---","Add ability to modify load while a test is running","2015-02-27 10:34:38"
57672,"JMeter","Main","issues","NEW","---","Drop Oro dependency and switch to Java Regexp","2015-03-07 13:59:09"
57689,"JMeter","Main","issues","NEW","---","Impossibility to parameterize the Scheduler on Thread Group","2015-03-11 13:19:52"
57693,"JMeter","Main","issues","NEW","---","ResponseData stores a downloaded file as a String instead of CDATA","2015-03-24 20:10:40"
57717,"JMeter","HTTP","issues","NEW","---","make HTTP sampler to check certificate on SSL/TLS connections","2015-03-17 22:11:45"
57731,"JMeter","Main","issues","NEW","---","TESTSTART.MS has wrong time in Server mode","2015-03-23 15:53:49"
57735,"JMeter","Main","issues","NEW","---","Build : Add a step to check transitive Maven dependencies","2015-03-22 14:07:11"
57737,"JMeter","Main","issues","NEW","---","Constant Throughput Timer : Make sleep accept nanos as in some cases rounding may not lead to correct throughput","2015-03-22 18:16:31"
57760,"JMeter","HTTP","issues","NEW","---","View Results Tree : query headers should not ignore Cookie Header","2015-03-26 08:57:59"
57787,"JMeter","Main","issues","NEW","---","Only Once Controller will execute more than once if it is part of IF Controller and it fails","2015-04-02 13:41:45"
11536,"JMeter","Main","issues","NEW","---","Graph Results's throughput calculation includes idle time?","2012-08-25 19:41:04"
17248,"JMeter","Main","issues","NEW","---","Graph Improvements : Add number of concurrent Threads as Other Y axis or on graph","2011-11-14 01:30:48"
24480,"JMeter","Main","issues","NEW","---","There is no good way to set checkbox based items using global variable.","2004-11-16 19:05:41"
27895,"JMeter","Main","issues","NEW","---","badly formatted JDBC output (a regression w.r.t. 1.7b3)","2005-03-20 17:06:12"
29708,"JMeter","Main","issues","NEW","---","startup delay by JMeterThread initialization","2013-08-25 19:33:14"
31666,"JMeter","Main","issues","NEW","---","writing sampleresults to databases","2005-10-06 08:03:33"
50053,"JMeter","Main","issues","NEW","---","Mark Ignored Timers in red","2010-10-07 07:22:25"
53878,"JMeter","Main","issues","NEW","---","Thread Groups Defaults","2013-01-29 16:11:56"
54449,"JMeter","HTTP","issues","NEW","---","HTTPS requests using HC4 hang for 4-5 seconds when using IP's without reverse DNS under Windows","2014-08-19 06:34:25"
56927,"JMeter","Main","issues","NEW","---","Disable language change during a test","2014-09-08 21:42:08"
55099,"JMeter","Main","issues","NEW","---","ResultSaver should create intermediate directories","2013-08-16 13:24:31"
17252,"JMeter","Main","issues","NEW","---","HTML Link Parser seems not work properly.","2012-08-25 19:40:52"
49974,"JMeter","Main","issues","NEW","---","Allow to pause and resume tests","2012-09-13 09:52:12"
53540,"JMeter","HTTP","issues","REOPENED","---","HTTP Cache Manager - 304 not modified on the main page does not retrieve the embedded resources","2014-10-22 22:08:30"
36898,"JMeter","Main","issues","REOPENED","---","regular expression extractor encode again a String encoded in UTF-8","2015-03-17 14:46:04"
42248,"JMeter","Main","issues","REOPENED","---","Undo-redo support on Test Plan tree modification","2014-09-29 19:16:40"
43450,"JMeter","Main","issues","REOPENED","---","Listeners/Savers assume SampleResult count is always 1","2012-03-18 10:19:36"
46831,"JMeter","Main","issues","REOPENED","---","if ""Response data"" consists text with ""$"" then using ${VAR} there will not work for ""Contains/Matches"" rules","2011-11-06 18:15:26"
51810,"JMeter","Main","issues","REOPENED","---","Monitor Results should have an input field used to save monitoring results as currently nothing is saved to Filename in GUI and Non GUI mode","2012-04-01 21:05:09"
53764,"JMeter","Main","issues","REOPENED","---","Website : Create a new style for website","2015-03-20 21:46:15"
53976,"JMeter","HTTP","issues","REOPENED","---","Add a way to clear a Cookie on demand","2013-01-05 15:48:46"
54005,"JMeter","HTTP","issues","REOPENED","---","HTTP Mirror Server : Add special headers ""X-"" to control Response status and response content","2013-08-22 11:39:49"
54176,"JMeter","HTTP","issues","REOPENED","---","Regular expression markers `\Q` `\E` doesn't work for ""Response Assertion"" and ""RE Extractor""","2012-11-21 22:16:09"
54481,"JMeter","Main","issues","REOPENED","---","Assertion fails when Transaction Controller generates parent sample","2013-01-30 19:25:18"
54586,"JMeter","Main","issues","REOPENED","---","View Results Tree : HTML view fails to display html page that contains frameset with px due to Java bug JDK-8031109","2014-01-28 20:55:30"
55375,"JMeter","Main","issues","REOPENED","---","StackOverflowError with ModuleController in Non-GUI mode if its name is the same as the target node","2015-02-15 18:00:26"
55756,"JMeter","HTTP","issues","REOPENED","---","HTTP Mirror Server : Add ability to set Headers","2013-11-08 23:38:36"
56357,"JMeter","HTTP","issues","REOPENED","---","Certificates does not conform to algorithm constraints: Adding a note to indicate how to remove of the Java installation these new security constraints","2014-10-19 16:54:01"
56358,"JMeter","HTTP","issues","REOPENED","---","Cookie manager does not support cross port cookies","2014-07-18 12:58:15"
56539,"JMeter","Main","issues","REOPENED","---","Mail reader sampler: When Number of messages to retrieve is superior to 1, Number of samples should only show 1 not the number of messages retrieved","2014-07-18 19:46:30"
57269,"JMeter","Main","issues","REOPENED","---","Drop org.apache.jmeter.reports package","2015-03-18 08:48:32"
57561,"JMeter","Main","issues","REOPENED","---","Module controller UI : Replace combobox by tree","2015-02-20 10:09:31"
29603,"JMeter","Main","issues","REOPENED","---","Custom component developers need own resource bundle","2011-11-14 01:16:53"
42012,"JMeter","Main","issues","REOPENED","---","Variable Listener filenames do not get processed in remote tests","2011-12-01 21:55:00"
41210,"JMeter","Main","issues","NEEDINFO","---","Latency time is not included in the summary report","2013-03-14 06:30:44"
42867,"JMeter","Main","issues","NEEDINFO","---","Only default parameters of Java Request Samplers are stored","2014-05-23 22:57:38"
43381,"JMeter","Main","issues","NEEDINFO","---","view results tree grouping results per threadgroup","2007-12-05 16:02:35"
46972,"JMeter","Main","issues","NEEDINFO","---","TestNG integration with JMeter","2010-05-23 16:24:14"
50580,"JMeter","Main","issues","NEEDINFO","---","New Config element: TabularDataSet","2011-10-02 07:18:42"
51822,"JMeter","Main","issues","NEEDINFO","---","Selecting a node triggers too many gui (JMeterGUIComponent) updates / configuration","2011-12-31 15:27:53"
53748,"JMeter","HTTP","issues","NEEDINFO","---","timer for the access log sampler","2013-07-05 09:24:08"
53973,"JMeter","Main","issues","NEEDINFO","---","Enhance XPATH Extractor to support multiple field extraction","2013-04-04 11:57:29"
54066,"JMeter","Main","issues","NEEDINFO","---","New function __Replace() for replacing some pattern in string","2013-01-05 15:48:01"
54717,"JMeter","Main","issues","NEEDINFO","---","BatchSampleSender/StatisticalSampleSender slows thread handling down","2013-08-16 07:52:43"
54884,"JMeter","Main","issues","NEEDINFO","---","Add up/down system in Response Assertion to move patterns to test","2013-04-25 06:46:14"
56057,"JMeter","HTTP","issues","NEEDINFO","---","JMeter does not create ApacheJMeterTemporaryRootCA.crt when starting a recording","2014-09-13 13:32:57"
56141,"JMeter","Main","issues","NEEDINFO","---","Application does not behave correctly when using HTTP Recorder","2014-12-04 15:08:39"
56847,"JMeter","Main","issues","NEEDINFO","---","Setting variables in runtime enhancement","2014-08-18 01:22:41"
56877,"JMeter","Main","issues","NEEDINFO","---","CSVDataSet does not trim spaces in <filename>.csv","2014-12-27 15:04:00"
57266,"JMeter","Main","issues","NEEDINFO","---","using executeQuery() method  for CallableStatements  in JDBC Sample","2014-12-01 08:10:18"
57305,"JMeter","Main","issues","NEEDINFO","---","remove ProxyControl dependency on GuiPackage","2014-12-07 20:55:30"
57539,"JMeter","Main","issues","NEEDINFO","---","Secure Sockets (SSL) for TCP Sampler","2015-02-15 13:34:34"
57545,"JMeter","Main","issues","NEEDINFO","---","Failed samples and aggregate report","2015-02-10 22:51:34"
57633,"JMeter","HTTP","issues","NEEDINFO","---","HTTP Request : provide a way to not compute MD5 nor use response, only use size","2015-03-22 17:54:57"
57679,"JMeter","Main","issues","NEEDINFO","---","Summary Report # Samples counter rolls over and causes miscalculated fields for long running tests with high throughput","2015-03-12 21:08:44"
57730,"JMeter","Main","issues","NEEDINFO","---","SampleEvent  for TransactionSampler: isTransactionSampleEvent return false with parent mode","2015-03-27 09:54:29"
57739,"JMeter","HTTP","issues","NEEDINFO","---","HTTP GET Requests erase ""Content-length"" Header","2015-03-27 02:49:36"
54784,"JMeter","Main","issues","NEEDINFO","---","can't use keyboard to Add elements with right-click menu","2015-02-15 13:40:10"
17845,"JMeter","Main","issues","RESOLVED","WORKSFORME","In Solaris 8, Counter ref was not replaced by real value if I checked track counter checkbox","2004-11-16 19:05:40"
19128,"JMeter","HTTP","issues","RESOLVED","FIXED","need to support multi files upload.","2008-05-07 19:17:11"
25157,"JMeter","HTTP","issues","RESOLVED","FIXED","HTTP Cookie Manager doesn't work","2005-03-20 17:06:12"
29101,"JMeter","Main","issues","RESOLVED","WONTFIX","JMeter remote server engine not working with two networks","2005-03-20 17:06:12"
32252,"JMeter","Main","issues","RESOLVED","FIXED","Counter isn't evaluated on first time through ForEachController","2005-07-10 17:19:21"
33130,"JMeter","Main","issues","RESOLVED","DUPLICATE","JMeter ""-r"" option does not read values on command line","2005-02-20 16:45:24"
34752,"JMeter","HTTP","issues","RESOLVED","WONTFIX","Jmeter Get Hanged After Cout reaches to 5000 Count.","2006-04-29 16:54:34"
35070,"JMeter","Main","issues","RESOLVED","FIXED","WebService(SOAP) Request needs the ability to provide Authentication.","2005-05-26 19:25:12"
36305,"JMeter","HTTP","issues","RESOLVED","WONTFIX","Aggregate Report miscalculates values from loaded files","2006-04-30 10:50:42"
36691,"JMeter","HTTP","issues","RESOLVED","FIXED","Disable the Security Alert While trying https URL","2007-02-03 16:39:47"
37769,"JMeter","HTTP","issues","RESOLVED","INVALID","browser settings in JMeter","2005-12-05 05:41:50"
38501,"JMeter","Main","issues","RESOLVED","INVALID","Its a blocker.","2006-02-05 14:02:28"
38687,"JMeter","Main","issues","RESOLVED","LATER","Module controller does not work in non-GUI mode","2007-09-02 04:47:39"
39706,"JMeter","HTTP","issues","RESOLVED","INVALID","window does not exites","2006-06-02 06:39:06"
39812,"JMeter","HTTP","issues","RESOLVED","WONTFIX","Problem with Webservice(SOAP)Request  over https","2010-08-17 12:28:53"
40370,"JMeter","Main","issues","RESOLVED","WORKSFORME","LDAP: extended request text cell entry","2007-03-10 14:20:41"
40490,"JMeter","Main","issues","RESOLVED","FIXED","jmeter enters while loop on every other iteration of foreach","2007-07-02 05:55:22"
40747,"JMeter","HTTP","issues","RESOLVED","INVALID","JMeter Authorization Manager won't work","2007-02-22 14:43:56"
