"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
36256,"Ant","Optional Tasks","notifications","RESOLVED","WORKSFORME","Project.executeTarget() doesn't update target task arguments on multiple calls from a Script Task","2008-02-22 12:18:59"
41511,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","junit tasks causes JVM exit while trying to delete ""crashfile""","2008-02-22 12:18:59"
2971,"Ant","Core tasks","notifications","RESOLVED","FIXED","The <sql> task does not release memory after it is completed which causes an out of memory error.","2008-02-22 12:18:59"
36171,"Ant","Core","notifications","CLOSED","FIXED","-noclasspath crashes ant if no system classpath is set","2008-02-22 12:18:59"
38326,"Ant","Core tasks","notifications","RESOLVED","INVALID","Mail task - Multiple TOADDRESS error","2008-02-22 12:18:59"
37501,"Ant","Core","notifications","RESOLVED","FIXED","IntrospectionHelper is not thread-safe","2013-12-31 11:51:13"
165,"Ant","Core tasks","notifications","CLOSED","WORKSFORME","Unable to rmic (compile) inner classes using the '$' notation. BugRat Report#211","2008-02-22 12:18:59"
12332,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","ejbjar task does not function properly","2008-02-22 12:18:59"
33111,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","copy with <fileset> corrupts binary files","2008-02-22 12:18:59"
947,"Ant","Core tasks","notifications","RESOLVED","FIXED","<chmod> task fails on Linux with Ant 1.3 Final Release","2004-11-16 19:05:38"
37085,"Ant","Core","notifications","RESOLVED","FIXED","problem refering jars specfied by Class-Path attribute in manifest of a ant task jar file, when this ant task jar file is located in a directory with space","2005-10-20 18:55:02"
20014,"Ant","Core tasks","notifications","RESOLVED","FIXED","Ability to collect properties into one TASK/reference to load into Java","2014-05-28 11:44:38"
31930,"Ant","Core","notifications","RESOLVED","FIXED","Zip & Unzip tasks major slowdown","2008-02-22 12:18:59"
56680,"Ant","Core tasks","notifications","RESOLVED","INVALID","bug1","2014-06-28 08:44:39"
40417,"Ant","Other","notifications","RESOLVED","INVALID","Hibernate 3.1.3 throws exception for ANTLRException","2008-02-22 12:18:59"
38106,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","xmlvalidate fails when apply to multiple fileset and xml/xsl document with no schemaLocation specified","2008-02-22 12:18:59"
42154,"Ant",".NET Antlib","notifications","RESOLVED","INVALID","http://issues.apache.org/bugzilla/enter_bug.cgi?product=Ant","2007-04-23 13:20:57"
41004,"Ant","Core","notifications","RESOLVED","FIXED","Zipfileset with refid + prefix stopped working.","2008-02-22 12:18:59"
43438,"Ant","Core","notifications","RESOLVED","INVALID","looping/race condition in Property/PropertyHelper","2008-10-28 10:06:47"
42155,"Ant",".NET Antlib","notifications","RESOLVED","INVALID","http://issues.apache.org/bugzilla/enter_bug.cgi?product=Ant","2007-04-23 13:21:01"
43892,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner returns incorrect error code","2008-08-22 07:02:38"
42774,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","dependset incorrectly evaluates newest source when over 24 days old","2008-02-22 12:18:59"
542,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Properties.load(InputStream) fails for EJB client run by Ant 1.2","2012-03-01 09:07:30"
22109,"Ant","Optional Tasks","notifications","RESOLVED","WONTFIX","VSS Task: bugs with vsscheckout","2008-02-22 12:18:59"
42052,"Ant","Build Process","notifications","RESOLVED","INVALID","code having ""generic type"" & ""metadata""","2008-02-22 12:18:59"
34241,"Ant","Core tasks","notifications","RESOLVED","FIXED","tar task fails when fileset contains large file (>=2GB)","2008-02-22 12:18:59"
686,"Ant","Optional Tasks","notifications","CLOSED","FIXED","JUnitReport does not work","2008-02-22 12:18:59"
46377,"Ant","Documentation","notifications","RESOLVED","INVALID","Google Map","2008-12-18 05:42:33"
1216,"Ant","Core tasks","notifications","RESOLVED","INVALID","Bug description: Outer$Inner.class does not get into the jar","2008-02-22 12:18:59"
21084,"Ant","Core tasks","notifications","RESOLVED","FIXED","exec & standard error output","2008-02-22 12:18:59"
31837,"Ant","Core tasks","notifications","RESOLVED","FIXED","<cvs ant task gives error when package attribute has a space in it","2008-02-22 12:18:59"
18956,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","p4change task causes build to hang","2004-11-16 19:05:40"
37841,"Ant","Core","notifications","RESOLVED","INVALID","nested metainfo in jar task not work","2008-02-22 12:18:59"
693,"Ant","Optional Tasks","notifications","CLOSED","INVALID","ftp task in ant does not work","2008-02-22 12:18:59"
3748,"Ant","Antidote","notifications","CLOSED","INVALID","Ant with Oracle example build.xml:2 value, location or refid","2008-02-22 12:18:59"
36838,"Ant","Core","notifications","RESOLVED","DUPLICATE","AntClassLoader2 broken ? For custom tasks ?","2008-02-22 12:18:59"
40330,"Ant","Core","notifications","RESOLVED","FIXED","antversion JunitTest fails with version 1.7.0Beta1","2008-02-22 12:18:59"
842,"Ant","Wrapper scripts","notifications","RESOLVED","FIXED","Classpath entries with spaces are not handled correctly","2008-02-22 12:18:59"
37112,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","NullPointerException with cvschangelog task","2008-02-22 12:18:59"
40038,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","Zip Task Problems","2008-02-22 12:18:59"
38781,"Ant","Core tasks","notifications","RESOLVED","INVALID","jsdk 1.5 xml xslt charset","2008-11-24 08:20:26"
1208,"Ant","Core tasks","notifications","RESOLVED","FIXED","replace tag fails on IndexOutOfBoundsException with multibytes file","2008-02-22 12:18:59"
1478,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","EJBC - Wildcard Resolution","2008-02-22 12:18:59"
17780,"Ant","Core tasks","notifications","RESOLVED","FIXED","Instead of updating a jar file, the task overrides it","2005-03-20 17:06:12"
30339,"Ant","Documentation","notifications","RESOLVED","FIXED","insufficient emphasis placed on duplicate attribute of zip & co. WAS Jar task can create mysteriously broken jar files in 1.5.1, 1.6.2","2008-02-22 12:18:59"
18007,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","stcheckin behavior of rootlocalfolder broken","2005-03-20 17:06:12"
33928,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Output of ""java"" task and left quote","2013-04-28 20:42:29"
35906,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","Preserve file permissions","2008-02-22 12:18:59"
27261,"Ant","Core","notifications","RESOLVED","FIXED","Properties.propertyNames() instead of .keys()","2008-02-22 12:18:59"
625,"Ant","Core","notifications","CLOSED","FIXED","Fail to handle the external entity...","2008-02-22 12:18:59"
32397,"Ant","Core tasks","notifications","RESOLVED","INVALID","Javac task appends environment classpath even with fork=true","2008-02-22 12:18:59"
1863,"Ant","Core","notifications","RESOLVED","DUPLICATE","antRun has Control M in the jar distribution which results in failure during the usage of fork and other tasks","2008-02-22 12:18:59"
33943,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","ReplaceCopy task throws ClassCastException","2008-02-22 12:18:59"
26300,"Ant","Core tasks","notifications","RESOLVED","INVALID","manifest task munges classpath entries","2008-02-22 12:18:59"
607,"Ant","Build Process","notifications","CLOSED","WORKSFORME","Order not considered in build targets","2008-02-22 12:18:59"
39597,"Ant","Core tasks","notifications","NEW","---","Reference not seen by top level tasks in sub-projects","2010-05-10 11:28:13"
1979,"Ant","Core","notifications","RESOLVED","DUPLICATE","DirectoryScanner.match fails when case differs on Windows OS's","2008-02-22 12:18:59"
645,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","XSL Failure on JUnit TestCase/TestSuite","2008-02-22 12:18:59"
36220,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","<depend> task does not process ""classpath""","2008-12-04 04:02:33"
38973,"Ant","Core tasks","notifications","RESOLVED","FIXED","Expand.jar protected void extractFile is coded wrong.","2006-04-29 07:57:19"
934,"Ant","Build Process","notifications","RESOLVED","DUPLICATE","exec hangs running command on Windows 98","2008-02-22 12:18:59"
5557,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","Add label attrib to StarTeamCheckout; fix bug with status code checking","2008-02-22 12:18:59"
35226,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","<copy> task succeeds even if it is not part of a target","2008-02-22 12:18:59"
381,"Ant","Core","notifications","RESOLVED","FIXED","Jar-archives added to the class can cause a ""Build Failed"" error BugRat Report#673","2008-02-22 12:18:59"
675,"Ant","Core tasks","notifications","RESOLVED","INVALID","Using the Javac task doesn't seem to accept <include> tags","2008-02-22 12:18:59"
860,"Ant","Core","notifications","RESOLVED","INVALID","rmic always builds","2008-02-22 12:18:59"
1479,"Ant","Wrapper scripts","notifications","RESOLVED","FIXED","""ant"" script CygWin support broken: colons vs. semicolons in paths","2008-02-22 12:18:59"
32798,"Ant","Other","notifications","RESOLVED","FIXED","duplicate case label, but normal compiles do.","2008-02-22 12:18:59"
353,"Ant","Core","notifications","RESOLVED","FIXED","ClassLoader fails to load org.w3c.dom.Document when using junit BugRat Report#633","2008-02-22 12:18:59"
1763,"Ant","Core tasks","notifications","RESOLVED","FIXED","Apply task with parallel=true does not act as expected","2004-11-16 19:05:38"
624,"Ant","Core tasks","notifications","RESOLVED","FIXED","copy commands should remove existing file before copying content","2008-02-22 12:18:59"
33406,"Ant","Core","notifications","RESOLVED","INVALID","ant 1.6.2 incompatible with jdk 1.4.2_07?","2009-07-24 07:23:52"
1144,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","failure output not written to file","2004-11-16 19:05:38"
1543,"Ant","Core tasks","notifications","RESOLVED","FIXED","tar builtin task doesn't handle tarfilesets correctly","2008-02-22 12:18:59"
168,"Ant","Other","notifications","RESOLVED","FIXED","Ability to represent arguments as a hierarchy of arglist/args BugRat Report#222","2004-11-16 19:05:38"
1727,"Ant","Core tasks","notifications","RESOLVED","FIXED","SQLExec fails on inserting using JSQLConnect driver","2008-02-22 12:18:59"
392,"Ant","Core tasks","notifications","CLOSED","WONTFIX","copy task does a s/\r/\n/ when filtering is on BugRat Report#686","2008-02-22 12:18:59"
598,"Ant","Core","notifications","CLOSED","FIXED","Execute does not properly change drive for Windows","2008-02-22 12:18:59"
1115,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","Regarding Junit Output","2008-02-22 12:18:59"
43234,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","Get random failure after multiple sshexec calls: Remote command failed with exit status -1","2008-03-04 01:07:52"
1353,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","junitreport task fails to transform result files","2008-02-22 12:18:59"
1483,"Ant","Documentation","notifications","RESOLVED","FIXED","wrapper script options (e.g., ANT_OPTS) not documented","2008-02-22 12:18:59"
43586,"Ant","Optional Tasks","notifications","REOPENED","---","java.io.FileNotFoundException: /home/***/apache-ant-1.7.0/junitvmwatcher *** .properties","2010-03-25 15:15:35"
1659,"Ant","Core","notifications","RESOLVED","DUPLICATE","ClassLoader incomplete","2008-02-22 12:18:59"
550,"Ant","Core tasks","notifications","CLOSED","FIXED","the tar task change the mode of the executables files","2008-02-22 12:18:59"
1958,"Ant","Optional Tasks","notifications","RESOLVED","WONTFIX","FTP task is not in 1.4alpha builds","2008-02-22 12:18:59"
840,"Ant","Core tasks","notifications","RESOLVED","FIXED","cvs task doesn't work in ant-1.3","2008-02-22 12:18:59"
954,"Ant","Core tasks","notifications","RESOLVED","INVALID","The signjar task gives a CreateProcess exception","2008-02-22 12:18:59"
1035,"Ant","Core tasks","notifications","CLOSED","LATER","javac throws exception when using JDK1.3","2008-02-22 12:18:59"
1161,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","wlrun doesn't allow setting java.security.policy file outside of weblogic.system.home","2005-03-20 17:06:12"
32190,"Ant","Core tasks","notifications","RESOLVED","FIXED","manifest task doesnt print warnings","2008-02-22 12:18:59"
28127,"Ant","Documentation","notifications","RESOLVED","INVALID","<parallel> documentation does not describe effects on target dependencies","2008-02-22 12:18:59"
45530,"Ant","Core tasks","notifications","RESOLVED","INVALID","ANT incorrectly copies env.variables with non-latin text","2013-04-28 20:10:51"
420,"Ant","Core tasks","notifications","CLOSED","INVALID","dir attribute on <exec> not working BugRat Report#727","2008-02-22 12:18:59"
1873,"Ant","Core tasks","notifications","RESOLVED","FIXED","new EAR task is not listed as task in listing of core tasks","2008-02-22 12:18:59"
604,"Ant","Documentation","notifications","CLOSED","FIXED","Description of VSS label task missing","2008-02-22 12:18:59"
95,"Ant","Core tasks","notifications","CLOSED","WORKSFORME","The ""java"" task doesn't work. BugRat Report#85","2008-02-22 12:18:59"
1681,"Ant","Core","notifications","RESOLVED","FIXED","FileSet doesn't work with absolute pathnames","2004-11-16 19:05:38"
378,"Ant","Core tasks","notifications","CLOSED","FIXED","Default for ExecOn is not ""parallel"" BugRat Report#668","2008-02-22 12:18:59"
18667,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","javah module no longer works with Java 1.4.2","2008-02-22 12:18:59"
1834,"Ant","Build Process","notifications","RESOLVED","INVALID","[javac] java.lang.InternalError: when compiling Sample code with ant1.3","2012-06-08 10:31:55"
552,"Ant","Core tasks","notifications","RESOLVED","FIXED","the compress task ignores the empty directories","2008-02-22 12:18:59"
1963,"Ant","Documentation","notifications","RESOLVED","FIXED","docs don't mention that style task requires lib/optional.jar","2008-02-22 12:18:59"
639,"Ant","Optional Tasks","notifications","CLOSED","FIXED","JUnitTestRunner masks exceptions","2008-02-22 12:18:59"
1049,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","Junitreport not included in optional jarfile","2008-02-22 12:18:59"
32089,"Ant","Optional SCM tasks","notifications","RESOLVED","WONTFIX","stcheckout sometimes creates folders instead of files then throws exception","2013-03-18 00:48:56"
1313,"Ant","Core tasks","notifications","RESOLVED","FIXED","ZIP task in ant","2008-02-22 12:18:59"
1464,"Ant","Documentation","notifications","RESOLVED","FIXED","JavaDoc2 linkoffline attribute unclear on specifying URLs","2008-02-22 12:18:59"
1551,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","delete task follow symbolic links","2008-02-22 12:18:59"
32745,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","JUnitReport does not handle multiple reports from the same testcase.","2005-03-14 01:19:36"
479,"Ant","Optional Tasks","notifications","RESOLVED","WORKSFORME","ant build fails in ejbjar BugRat Report#807","2004-11-16 19:05:38"
1899,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","wrong path in zip-files","2008-02-22 12:18:59"
609,"Ant","Core","notifications","CLOSED","WORKSFORME","Classpath not being set correctly","2008-02-22 12:18:59"
1125,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","Problem with ""rebuild"" option in Weblogic Ejb-Jar task","2004-11-16 19:05:38"
1523,"Ant","Documentation","notifications","RESOLVED","FIXED","javac's suppression of non-existent path elements not documented","2008-02-22 12:18:59"
222,"Ant","Core tasks","notifications","RESOLVED","FIXED","Ant fails to verify class with static initializer code during rmic task BugRat Report#343","2008-02-22 12:18:59"
380,"Ant","Core tasks","notifications","CLOSED","WONTFIX","$PATH handling buglet BugRat Report#672","2008-02-22 12:18:59"
848,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","<exec>'s <env> does not set environment variables correctly.","2008-02-22 12:18:59"
1066,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","ant / junit integration problem","2008-02-22 12:18:59"
1325,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","ejbjar task fails if directory path contains spaces","2004-11-16 19:05:38"
32566,"Ant","Build Process","notifications","RESOLVED","FIXED","OutOfMemory if filesize are greater than 7 MB","2006-08-14 07:49:27"
1600,"Ant","Other","notifications","RESOLVED","FIXED","RPM doesn't include JUnit tasks","2010-11-04 09:15:44"
1653,"Ant","Other","notifications","RESOLVED","INVALID","prefix attribute in zipfileset does not preserve case","2008-02-22 12:18:59"
329,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Jar file has redundant subdirectories BugRat Report#595","2008-02-22 12:18:59"
43779,"Ant","AntUnit","notifications","RESOLVED","INVALID","problem in ant-deploy.xml","2008-02-22 12:18:59"
1751,"Ant","Core tasks","notifications","RESOLVED","FIXED","delete task with includeEmptyDirs=""true"" fails if directory does not exists.","2008-02-22 12:18:59"
1918,"Ant","Core","notifications","RESOLVED","DUPLICATE","Target element description attribute does not support ${name}","2008-02-22 12:18:59"
42482,"Ant","Core tasks","notifications","NEW","---","ant and subant improperly passes references to macrodefs and scriptdefs to the child script","2011-02-02 09:58:07"
735,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","arg tag removes valid quotes from line parameters","2005-03-20 17:06:12"
1445,"Ant","Core","notifications","RESOLVED","INVALID","XML Parser bug for commented tags","2008-02-22 12:18:59"
1540,"Ant","Build Process","notifications","RESOLVED","INVALID","Ant doesn't regenerate the 2nd class found in a .java file","2008-02-22 12:18:59"
249,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","Copy command is not case retentive BugRat Report#401","2008-02-22 12:18:59"
1722,"Ant","Core tasks","notifications","RESOLVED","FIXED","confusing ""doesn't support nested text elements"" wording","2008-02-22 12:18:59"
1848,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","TraXLiaison does not close its output stream","2008-02-22 12:18:59"
576,"Ant","Optional Tasks","notifications","CLOSED","FIXED","optional ejbjar does not create valid jar files, missing manifest","2008-02-22 12:18:59"
1480,"Ant","Core tasks","notifications","RESOLVED","INVALID","Bad Environment kills ant","2008-02-22 12:18:59"
1656,"Ant","Documentation","notifications","RESOLVED","FIXED","valid strings for execon task's os attribute not specified","2008-02-22 12:18:59"
359,"Ant","Build Process","notifications","RESOLVED","FIXED","New Feature: basedir not found reports value of basedir BugRat Report#643","2008-02-22 12:18:59"
1765,"Ant","Core","notifications","RESOLVED","INVALID","Cannot install and start ant.bat on Windows 2000 machine with JDK1.3","2008-02-22 12:18:59"
543,"Ant","Optional Tasks","notifications","CLOSED","FIXED","NullPointerException in junit task","2008-02-22 12:18:59"
837,"Ant","Wrapper scripts","notifications","CLOSED","INVALID","antRun script contains ^M characters which causes <exec> to fail","2008-02-22 12:18:59"
42642,"Ant","Core tasks","notifications","RESOLVED","INVALID","-P is not execluding empty directories","2008-02-22 12:18:59"
173,"Ant","Other","notifications","RESOLVED","FIXED","ANT javadoc tag requires ""destdir"" but javadoc does not BugRat Report#235","2004-11-16 19:05:38"
1625,"Ant","Core tasks","notifications","RESOLVED","FIXED","rmic with iiop on should check for matching output file","2008-02-22 12:18:59"
272,"Ant","Other","notifications","CLOSED","INVALID","BugRat Report#512","2004-11-16 19:05:38"
413,"Ant","Core tasks","notifications","RESOLVED","FIXED","ant exec command fails with jdk1.3 BugRat Report#715","2008-02-22 12:18:59"
18708,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","outputproperty attribute of <exec>","2014-08-16 13:01:26"
688,"Ant","Documentation","notifications","CLOSED","FIXED","Depend task not in documentation","2008-02-22 12:18:59"
1118,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","JUnit task problem with classpath nested element","2008-02-22 12:18:59"
1224,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","cvs TASK with ""dest"" PROPERTY does not work","2008-02-22 12:18:59"
1667,"Ant","Core tasks","notifications","RESOLVED","FIXED","unjar task unjars again, not checking dependencies","2004-11-16 19:05:38"
370,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","exec and execon tasks ignore dir BugRat Report#658","2008-02-22 12:18:59"
1812,"Ant","Documentation","notifications","RESOLVED","FIXED","""Developing with Ant"" section has no pointer to API documentation","2008-02-22 12:18:59"
551,"Ant","Core tasks","notifications","CLOSED","WONTFIX","the exec task doesn't accept '*' and '?' in its arguments","2008-02-22 12:18:59"
1962,"Ant","Build Process","notifications","RESOLVED","WONTFIX","lib/optional.jar is missing from the binary ant distribution","2008-02-22 12:18:59"
841,"Ant","Core tasks","notifications","RESOLVED","FIXED","bootclasspath attribute handled incorrectly in JDK1.1","2008-02-22 12:18:59"
44347,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","Directories not deleted when a filename contains a backslash","2008-08-18 08:16:38"
1046,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","Javadoc won't work right.","2008-02-22 12:18:59"
209,"Ant","Core","notifications","CLOSED","WONTFIX","Using a ${property} in the project element for basedir no longer works BugRat Report#321","2008-02-22 12:18:59"
277,"Ant","Build Process","notifications","CLOSED","WORKSFORME","Ant binary distribution doesn't function when installed according to docs BugRat Report#520","2008-02-22 12:18:59"
478,"Ant","Core tasks","notifications","CLOSED","WORKSFORME","<ant antfile=""mydir/mybuild.xml"" dir=""mydir"" /> DIR does not work right BugRat Report#806","2008-02-22 12:18:59"
36156,"Ant","Build Process","notifications","RESOLVED","INVALID","Linux - Build process fails OutOfMemoryError","2008-08-29 08:03:27"
34734,"Ant","Core tasks","notifications","RESOLVED","FIXED","Get.Base64Converter broken","2008-02-22 12:18:59"
904,"Ant","Core","notifications","RESOLVED","FIXED","Reading System Properties may return Objects","2008-02-22 12:18:59"
1000,"Ant","Wrapper scripts","notifications","RESOLVED","FIXED","DOS text format causes failure in antRun.sh","2008-02-22 12:18:59"
1124,"Ant","Core tasks","notifications","RESOLVED","FIXED","RMIC task breaks if package name starts with "".class""","2008-02-22 12:18:59"
1239,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","JUnitTask does not include its codebase in forked command line","2004-11-16 19:05:38"
1413,"Ant","Other","notifications","RESOLVED","FIXED","Ant ships with an old version of JAXP","2008-02-22 12:18:59"
1510,"Ant","Documentation","notifications","RESOLVED","FIXED","Ant task description doesn't mention filesets, classpaths, etc.","2008-02-22 12:18:59"
119,"Ant","Build Process","notifications","RESOLVED","WORKSFORME","Ant won't execute compile steps on OS/2 BugRat Report#126","2004-11-16 19:05:37"
562,"Ant","Core","notifications","RESOLVED","FIXED","Ant fails to start win JVM is in a directory with spaces","2008-02-22 12:18:59"
843,"Ant","Core tasks","notifications","RESOLVED","INVALID","Ant task carries over property values from previous ant call","2008-02-22 12:18:59"
1314,"Ant","Documentation","notifications","RESOLVED","FIXED","wording problem in FileSet example","2008-02-22 12:18:59"
4372,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","Javac task always generates optional -sourcepath switch","2008-02-22 12:18:59"
314,"Ant","Wrapper scripts","notifications","RESOLVED","FIXED","Return value in bin/runant.pl script BugRat Report#572","2008-02-22 12:18:59"
34328,"Ant","Core tasks","notifications","RESOLVED","INVALID","Cannot open zip file created using <zip> task in ANT 1.5.4 using WINZIP Tool","2008-02-22 12:18:59"
1911,"Ant","Build Process","notifications","RESOLVED","FIXED","ant hangs when javadoc run on several packagenames","2008-02-22 12:18:59"
734,"Ant","Documentation","notifications","CLOSED","FIXED","Filter doc example misleading for usage","2008-02-22 12:18:59"
33396,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","property name containing 3 periods fails","2008-02-22 12:18:59"
1011,"Ant","Core tasks","notifications","RESOLVED","FIXED","<javac debug='false'> does not disable debug info generation","2008-02-22 12:18:59"
40250,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","The replace task doesn't work on an arbitrarily large file","2008-02-22 12:18:59"
1126,"Ant","Build Process","notifications","RESOLVED","WONTFIX","bin\lcp.bat prepends Ant libraries to user's path","2004-11-16 19:05:38"
1440,"Ant","Core","notifications","RESOLVED","DUPLICATE","AntClassLoader incorrectly implements getResource().","2004-11-16 19:05:38"
1530,"Ant","Documentation","notifications","RESOLVED","FIXED","Exec Task: Missing 'failonerror' default value","2008-02-22 12:18:59"
163,"Ant","Other","notifications","RESOLVED","FIXED","Update archive BugRat Report#203","2004-11-16 19:05:38"
45370,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","StackOverflowError when compiling XOM","2008-08-22 04:30:35"
1621,"Ant","Core tasks","notifications","RESOLVED","FIXED","Delete.java documentation vs code mismatch","2008-02-22 12:18:59"
